report_time,facility_name,wait_time,times_unavailable
2025-10-03 02:20:00.000000,Devon General Hospital,296,0
2025-10-03 02:20:00.000000,Foothills Medical Centre,383,0
2025-10-03 02:20:00.000000,Fort Sask Community Hospital,290,0
2025-10-03 02:20:00.000000,Grande Prairie Regional Hospital,85,0
2025-10-03 02:20:00.000000,Grey Nuns Community Hospital,365,0
2025-10-03 02:20:00.000000,Innisfail Health Centre,,1
2025-10-03 02:20:00.000000,Lacombe Hospital and Care Centre,,1
2025-10-03 02:20:00.000000,Leduc Community Hospital,172,0
2025-10-03 02:20:00.000000,Medicine Hat Regional Hospital,80,0
2025-10-03 02:20:00.000000,Misericordia Community Hospital,224,0
2025-10-03 02:20:00.000000,Northeast Community Health Centre,359,0
2025-10-03 02:20:00.000000,Northern Lights Regional Health Centre,60,0
2025-10-03 02:20:00.000000,Okotoks Health and Wellness Centre,,0
2025-10-03 02:20:00.000000,Peter Lougheed Centre,193,0
2025-10-03 02:20:00.000000,Red Deer Regional Hospital,463,0
2025-10-03 02:20:00.000000,Rockyview General Hospital,131,0
2025-10-03 02:20:00.000000,Royal Alexandra Hospital,273,0
2025-10-03 02:20:00.000000,Sheldon M. Chumir Centre,216,0
2025-10-03 02:20:00.000000,South Calgary Health Centre,,0
2025-10-03 02:20:00.000000,South Health Campus,256,0
2025-10-03 02:20:00.000000,Stollery Children's Hospital,135,0
2025-10-03 02:20:00.000000,Strathcona Community Hospital,281,0
2025-10-03 02:20:00.000000,Sturgeon Community Hospital,342,0
2025-10-03 02:20:00.000000,University of Alberta Hospital,298,0
2025-10-03 02:20:00.000000,WestView Health Centre,328,0
2025-10-03 02:30:00.000000,Airdrie Community Health Centre,58,0
2025-10-03 02:30:00.000000,Alberta Children's Hospital,30,0
2025-10-03 02:30:00.000000,Chinook Regional Hospital,120,0
2025-10-03 02:30:00.000000,Cochrane Community Health Centre,,0
2025-10-03 02:30:00.000000,Devon General Hospital,267,0
2025-10-03 02:30:00.000000,Foothills Medical Centre,375,0
2025-10-03 02:30:00.000000,Fort Sask Community Hospital,290,0
2025-10-03 02:30:00.000000,Grande Prairie Regional Hospital,85,0
2025-10-03 02:30:00.000000,Grey Nuns Community Hospital,365,0
2025-10-03 02:30:00.000000,Innisfail Health Centre,,1
2025-10-03 02:30:00.000000,Lacombe Hospital and Care Centre,,1
2025-10-03 02:30:00.000000,Leduc Community Hospital,172,0
2025-10-03 02:30:00.000000,Medicine Hat Regional Hospital,30,0
2025-10-03 02:30:00.000000,Misericordia Community Hospital,235,0
2025-10-03 02:30:00.000000,Northeast Community Health Centre,393,0
2025-10-03 02:30:00.000000,Northern Lights Regional Health Centre,45,0
2025-10-03 02:30:00.000000,Okotoks Health and Wellness Centre,,0
2025-10-03 02:30:00.000000,Peter Lougheed Centre,208,0
2025-10-03 02:30:00.000000,Red Deer Regional Hospital,458,0
2025-10-03 02:30:00.000000,Rockyview General Hospital,123,0
2025-10-03 02:30:00.000000,Royal Alexandra Hospital,286,0
2025-10-03 02:30:00.000000,Sheldon M. Chumir Centre,216,0
2025-10-03 02:30:00.000000,South Calgary Health Centre,,0
2025-10-03 02:30:00.000000,South Health Campus,248,0
2025-10-03 02:30:00.000000,Stollery Children's Hospital,121,0
2025-10-03 02:30:00.000000,Strathcona Community Hospital,271,0
2025-10-03 02:30:00.000000,Sturgeon Community Hospital,326,0
2025-10-03 02:30:00.000000,University of Alberta Hospital,302,0
2025-10-03 02:30:00.000000,WestView Health Centre,328,0
2025-10-03 02:40:00.000000,Airdrie Community Health Centre,87,0
2025-10-03 02:40:00.000000,Alberta Children's Hospital,30,0
2025-10-03 02:40:00.000000,Chinook Regional Hospital,120,0
2025-10-03 02:40:00.000000,Cochrane Community Health Centre,,0
2025-10-03 02:40:00.000000,Devon General Hospital,267,0
2025-10-03 02:40:00.000000,Foothills Medical Centre,380,0
2025-10-03 02:40:00.000000,Fort Sask Community Hospital,332,0
2025-10-03 02:40:00.000000,Grande Prairie Regional Hospital,106,0
2025-10-03 02:40:00.000000,Grey Nuns Community Hospital,378,0
2025-10-03 02:40:00.000000,Innisfail Health Centre,,1
2025-10-03 02:40:00.000000,Lacombe Hospital and Care Centre,,1
2025-10-03 02:40:00.000000,Leduc Community Hospital,147,0
2025-10-03 02:40:00.000000,Medicine Hat Regional Hospital,53,0
2025-10-03 02:40:00.000000,Misericordia Community Hospital,247,0
2025-10-03 02:40:00.000000,Northeast Community Health Centre,428,0
2025-10-03 02:40:00.000000,Northern Lights Regional Health Centre,60,0
2025-10-03 02:40:00.000000,Okotoks Health and Wellness Centre,,0
2025-10-03 02:40:00.000000,Peter Lougheed Centre,212,0
2025-10-03 02:40:00.000000,Red Deer Regional Hospital,439,0
2025-10-03 02:40:00.000000,Rockyview General Hospital,140,0
2025-10-03 02:40:00.000000,Royal Alexandra Hospital,296,0
2025-10-03 02:40:00.000000,Sheldon M. Chumir Centre,196,0
2025-10-03 02:40:00.000000,South Calgary Health Centre,,0
2025-10-03 02:40:00.000000,South Health Campus,253,0
2025-10-03 02:40:00.000000,Stollery Children's Hospital,94,0
2025-10-03 02:40:00.000000,Strathcona Community Hospital,283,0
2025-10-03 02:40:00.000000,Sturgeon Community Hospital,326,0
2025-10-03 02:40:00.000000,University of Alberta Hospital,300,0
2025-10-03 02:40:00.000000,WestView Health Centre,328,0
2025-10-03 02:50:00.000000,Airdrie Community Health Centre,116,0
2025-10-03 02:50:00.000000,Alberta Children's Hospital,30,0
2025-10-03 02:50:00.000000,Chinook Regional Hospital,135,0
2025-10-03 02:50:00.000000,Cochrane Community Health Centre,,0
2025-10-03 02:50:00.000000,Devon General Hospital,267,0
2025-10-03 02:50:00.000000,Foothills Medical Centre,383,0
2025-10-03 02:50:00.000000,Fort Sask Community Hospital,332,0
2025-10-03 02:50:00.000000,Grande Prairie Regional Hospital,127,0
2025-10-03 02:50:00.000000,Grey Nuns Community Hospital,352,0
2025-10-03 02:50:00.000000,Innisfail Health Centre,,1
2025-10-03 02:50:00.000000,Lacombe Hospital and Care Centre,,1
2025-10-03 02:50:00.000000,Leduc Community Hospital,123,0
2025-10-03 02:50:00.000000,Medicine Hat Regional Hospital,53,0
2025-10-03 02:50:00.000000,Misericordia Community Hospital,263,0
2025-10-03 02:50:00.000000,Northeast Community Health Centre,432,0
2025-10-03 02:50:00.000000,Northern Lights Regional Health Centre,60,0
2025-10-03 02:50:00.000000,Okotoks Health and Wellness Centre,,0
2025-10-03 02:50:00.000000,Peter Lougheed Centre,226,0
2025-10-03 02:50:00.000000,Red Deer Regional Hospital,435,0
2025-10-03 02:50:00.000000,Rockyview General Hospital,144,0
2025-10-03 02:50:00.000000,Royal Alexandra Hospital,295,0
2025-10-03 02:50:00.000000,Sheldon M. Chumir Centre,196,0
2025-10-03 02:50:00.000000,South Calgary Health Centre,,0
2025-10-03 02:50:00.000000,South Health Campus,256,0
2025-10-03 02:50:00.000000,Stollery Children's Hospital,94,0
2025-10-03 02:50:00.000000,Strathcona Community Hospital,291,0
2025-10-03 02:50:00.000000,Sturgeon Community Hospital,326,0
2025-10-03 02:50:00.000000,University of Alberta Hospital,290,0
2025-10-03 02:50:00.000000,WestView Health Centre,328,0
2025-10-03 03:00:00.000000,Airdrie Community Health Centre,145,0
2025-10-03 03:00:00.000000,Alberta Children's Hospital,30,0
2025-10-03 03:00:00.000000,Chinook Regional Hospital,105,0
2025-10-03 03:00:00.000000,Cochrane Community Health Centre,,0
2025-10-03 03:00:00.000000,Devon General Hospital,237,0
2025-10-03 03:00:00.000000,Foothills Medical Centre,413,0
2025-10-03 03:00:00.000000,Fort Sask Community Hospital,332,0
2025-10-03 03:00:00.000000,Grande Prairie Regional Hospital,127,0
2025-10-03 03:00:00.000000,Grey Nuns Community Hospital,340,0
2025-10-03 03:00:00.000000,Innisfail Health Centre,,1
2025-10-03 03:00:00.000000,Lacombe Hospital and Care Centre,,1
2025-10-03 03:00:00.000000,Leduc Community Hospital,98,0
2025-10-03 03:00:00.000000,Medicine Hat Regional Hospital,30,0
2025-10-03 03:00:00.000000,Misericordia Community Hospital,252,0
2025-10-03 03:00:00.000000,Northeast Community Health Centre,432,0
2025-10-03 03:00:00.000000,Northern Lights Regional Health Centre,45,0
2025-10-03 03:00:00.000000,Okotoks Health and Wellness Centre,,0
2025-10-03 03:00:00.000000,Peter Lougheed Centre,208,0
2025-10-03 03:00:00.000000,Red Deer Regional Hospital,444,0
2025-10-03 03:00:00.000000,Rockyview General Hospital,123,0
2025-10-03 03:00:00.000000,Royal Alexandra Hospital,293,0
2025-10-03 03:00:00.000000,Sheldon M. Chumir Centre,177,0
2025-10-03 03:00:00.000000,South Calgary Health Centre,,0
2025-10-03 03:00:00.000000,South Health Campus,248,0
2025-10-03 03:00:00.000000,Stollery Children's Hospital,81,0
2025-10-03 03:00:00.000000,Strathcona Community Hospital,326,0
2025-10-03 03:00:00.000000,Sturgeon Community Hospital,326,0
2025-10-03 03:00:00.000000,University of Alberta Hospital,303,0
2025-10-03 03:00:00.000000,WestView Health Centre,328,0
2025-10-03 03:10:00.000000,Airdrie Community Health Centre,145,0
2025-10-03 03:10:00.000000,Alberta Children's Hospital,30,0
2025-10-03 03:10:00.000000,Chinook Regional Hospital,90,0
2025-10-03 03:10:00.000000,Cochrane Community Health Centre,,0
2025-10-03 03:10:00.000000,Devon General Hospital,237,0
2025-10-03 03:10:00.000000,Foothills Medical Centre,415,0
2025-10-03 03:10:00.000000,Fort Sask Community Hospital,332,0
2025-10-03 03:10:00.000000,Grande Prairie Regional Hospital,106,0
2025-10-03 03:10:00.000000,Grey Nuns Community Hospital,327,0
2025-10-03 03:10:00.000000,Innisfail Health Centre,,1
2025-10-03 03:10:00.000000,Lacombe Hospital and Care Centre,,1
2025-10-03 03:10:00.000000,Leduc Community Hospital,98,0
2025-10-03 03:10:00.000000,Medicine Hat Regional Hospital,30,0
2025-10-03 03:10:00.000000,Misericordia Community Hospital,252,0
2025-10-03 03:10:00.000000,Northeast Community Health Centre,429,0
2025-10-03 03:10:00.000000,Northern Lights Regional Health Centre,45,0
2025-10-03 03:10:00.000000,Okotoks Health and Wellness Centre,,0
2025-10-03 03:10:00.000000,Peter Lougheed Centre,199,0
2025-10-03 03:10:00.000000,Red Deer Regional Hospital,453,0
2025-10-03 03:10:00.000000,Rockyview General Hospital,126,0
2025-10-03 03:10:00.000000,Royal Alexandra Hospital,272,0
2025-10-03 03:10:00.000000,Sheldon M. Chumir Centre,177,0
2025-10-03 03:10:00.000000,South Calgary Health Centre,,0
2025-10-03 03:10:00.000000,South Health Campus,224,0
2025-10-03 03:10:00.000000,Stollery Children's Hospital,81,0
2025-10-03 03:10:00.000000,Strathcona Community Hospital,310,0
2025-10-03 03:10:00.000000,Sturgeon Community Hospital,310,0
2025-10-03 03:10:00.000000,University of Alberta Hospital,310,0
2025-10-03 03:10:00.000000,WestView Health Centre,360,0
2025-10-03 03:20:00.000000,Airdrie Community Health Centre,145,0
2025-10-03 03:20:00.000000,Alberta Children's Hospital,56,0
2025-10-03 03:20:00.000000,Chinook Regional Hospital,90,0
2025-10-03 03:20:00.000000,Cochrane Community Health Centre,,0
2025-10-03 03:20:00.000000,Devon General Hospital,237,0
2025-10-03 03:20:00.000000,Foothills Medical Centre,390,0
2025-10-03 03:20:00.000000,Fort Sask Community Hospital,290,0
2025-10-03 03:20:00.000000,Grande Prairie Regional Hospital,106,0
2025-10-03 03:20:00.000000,Grey Nuns Community Hospital,340,0
2025-10-03 03:20:00.000000,Innisfail Health Centre,,1
2025-10-03 03:20:00.000000,Lacombe Hospital and Care Centre,,1
2025-10-03 03:20:00.000000,Leduc Community Hospital,73,0
2025-10-03 03:20:00.000000,Medicine Hat Regional Hospital,30,0
2025-10-03 03:20:00.000000,Misericordia Community Hospital,252,0
2025-10-03 03:20:00.000000,Northeast Community Health Centre,424,0
2025-10-03 03:20:00.000000,Northern Lights Regional Health Centre,45,0
2025-10-03 03:20:00.000000,Okotoks Health and Wellness Centre,,0
2025-10-03 03:20:00.000000,Peter Lougheed Centre,210,0
2025-10-03 03:20:00.000000,Red Deer Regional Hospital,419,0
2025-10-03 03:20:00.000000,Rockyview General Hospital,113,0
2025-10-03 03:20:00.000000,Royal Alexandra Hospital,247,0
2025-10-03 03:20:00.000000,Sheldon M. Chumir Centre,196,0
2025-10-03 03:20:00.000000,South Calgary Health Centre,,0
2025-10-03 03:20:00.000000,South Health Campus,224,0
2025-10-03 03:20:00.000000,Stollery Children's Hospital,94,0
2025-10-03 03:20:00.000000,Strathcona Community Hospital,310,0
2025-10-03 03:20:00.000000,Sturgeon Community Hospital,293,0
2025-10-03 03:20:00.000000,University of Alberta Hospital,297,0
2025-10-03 03:20:00.000000,WestView Health Centre,360,0
2025-10-03 03:30:00.000000,Airdrie Community Health Centre,145,0
2025-10-03 03:30:00.000000,Alberta Children's Hospital,42,0
2025-10-03 03:30:00.000000,Chinook Regional Hospital,60,0
2025-10-03 03:30:00.000000,Cochrane Community Health Centre,,0
2025-10-03 03:30:00.000000,Devon General Hospital,237,0
2025-10-03 03:30:00.000000,Foothills Medical Centre,390,0
2025-10-03 03:30:00.000000,Fort Sask Community Hospital,249,0
2025-10-03 03:30:00.000000,Grande Prairie Regional Hospital,127,0
2025-10-03 03:30:00.000000,Grey Nuns Community Hospital,289,0
2025-10-03 03:30:00.000000,Innisfail Health Centre,,1
2025-10-03 03:30:00.000000,Lacombe Hospital and Care Centre,,1
2025-10-03 03:30:00.000000,Leduc Community Hospital,49,0
2025-10-03 03:30:00.000000,Medicine Hat Regional Hospital,30,0
2025-10-03 03:30:00.000000,Misericordia Community Hospital,241,0
2025-10-03 03:30:00.000000,Northeast Community Health Centre,417,0
2025-10-03 03:30:00.000000,Northern Lights Regional Health Centre,45,0
2025-10-03 03:30:00.000000,Okotoks Health and Wellness Centre,,0
2025-10-03 03:30:00.000000,Peter Lougheed Centre,208,0
2025-10-03 03:30:00.000000,Red Deer Regional Hospital,400,0
2025-10-03 03:30:00.000000,Rockyview General Hospital,100,0
2025-10-03 03:30:00.000000,Royal Alexandra Hospital,240,0
2025-10-03 03:30:00.000000,Sheldon M. Chumir Centre,216,0
2025-10-03 03:30:00.000000,South Calgary Health Centre,,0
2025-10-03 03:30:00.000000,South Health Campus,237,0
2025-10-03 03:30:00.000000,Stollery Children's Hospital,94,0
2025-10-03 03:30:00.000000,Strathcona Community Hospital,288,0
2025-10-03 03:30:00.000000,Sturgeon Community Hospital,292,0
2025-10-03 03:30:00.000000,University of Alberta Hospital,275,0
2025-10-03 03:30:00.000000,WestView Health Centre,360,0
2025-10-03 03:40:00.000000,Airdrie Community Health Centre,58,0
2025-10-03 03:40:00.000000,Alberta Children's Hospital,42,0
2025-10-03 03:40:00.000000,Chinook Regional Hospital,60,0
2025-10-03 03:40:00.000000,Cochrane Community Health Centre,,0
2025-10-03 03:40:00.000000,Devon General Hospital,237,0
2025-10-03 03:40:00.000000,Foothills Medical Centre,377,0
2025-10-03 03:40:00.000000,Fort Sask Community Hospital,249,0
2025-10-03 03:40:00.000000,Grande Prairie Regional Hospital,127,0
2025-10-03 03:40:00.000000,Grey Nuns Community Hospital,289,0
2025-10-03 03:40:00.000000,Innisfail Health Centre,,1
2025-10-03 03:40:00.000000,Lacombe Hospital and Care Centre,,1
2025-10-03 03:40:00.000000,Leduc Community Hospital,73,0
2025-10-03 03:40:00.000000,Medicine Hat Regional Hospital,30,0
2025-10-03 03:40:00.000000,Misericordia Community Hospital,219,0
2025-10-03 03:40:00.000000,Northeast Community Health Centre,413,0
2025-10-03 03:40:00.000000,Northern Lights Regional Health Centre,45,0
2025-10-03 03:40:00.000000,Okotoks Health and Wellness Centre,,0
2025-10-03 03:40:00.000000,Peter Lougheed Centre,213,0
2025-10-03 03:40:00.000000,Red Deer Regional Hospital,354,0
2025-10-03 03:40:00.000000,Rockyview General Hospital,100,0
2025-10-03 03:40:00.000000,Royal Alexandra Hospital,247,0
2025-10-03 03:40:00.000000,Sheldon M. Chumir Centre,216,0
2025-10-03 03:40:00.000000,South Calgary Health Centre,,0
2025-10-03 03:40:00.000000,South Health Campus,237,0
2025-10-03 03:40:00.000000,Stollery Children's Hospital,94,0
2025-10-03 03:40:00.000000,Strathcona Community Hospital,222,0
2025-10-03 03:40:00.000000,Sturgeon Community Hospital,277,0
2025-10-03 03:40:00.000000,University of Alberta Hospital,273,0
2025-10-03 03:40:00.000000,WestView Health Centre,360,0
2025-10-03 03:50:00.000000,Airdrie Community Health Centre,58,0
2025-10-03 03:50:00.000000,Alberta Children's Hospital,70,0
2025-10-03 03:50:00.000000,Chinook Regional Hospital,60,0
2025-10-03 03:50:00.000000,Cochrane Community Health Centre,,0
2025-10-03 03:50:00.000000,Devon General Hospital,237,0
2025-10-03 03:50:00.000000,Foothills Medical Centre,365,0
2025-10-03 03:50:00.000000,Fort Sask Community Hospital,249,0
2025-10-03 03:50:00.000000,Grande Prairie Regional Hospital,127,0
2025-10-03 03:50:00.000000,Grey Nuns Community Hospital,289,0
2025-10-03 03:50:00.000000,Innisfail Health Centre,,1
2025-10-03 03:50:00.000000,Lacombe Hospital and Care Centre,,1
2025-10-03 03:50:00.000000,Leduc Community Hospital,73,0
2025-10-03 03:50:00.000000,Medicine Hat Regional Hospital,30,0
2025-10-03 03:50:00.000000,Misericordia Community Hospital,219,0
2025-10-03 03:50:00.000000,Northeast Community Health Centre,406,0
2025-10-03 03:50:00.000000,Northern Lights Regional Health Centre,30,0
2025-10-03 03:50:00.000000,Okotoks Health and Wellness Centre,,0
2025-10-03 03:50:00.000000,Peter Lougheed Centre,211,0
2025-10-03 03:50:00.000000,Red Deer Regional Hospital,377,0
2025-10-03 03:50:00.000000,Rockyview General Hospital,113,0
2025-10-03 03:50:00.000000,Royal Alexandra Hospital,227,0
2025-10-03 03:50:00.000000,Sheldon M. Chumir Centre,223,0
2025-10-03 03:50:00.000000,South Calgary Health Centre,,0
2025-10-03 03:50:00.000000,South Health Campus,237,0
2025-10-03 03:50:00.000000,Stollery Children's Hospital,94,0
2025-10-03 03:50:00.000000,Strathcona Community Hospital,199,0
2025-10-03 03:50:00.000000,Sturgeon Community Hospital,244,0
2025-10-03 03:50:00.000000,University of Alberta Hospital,269,0
2025-10-03 03:50:00.000000,WestView Health Centre,328,0
2025-10-03 04:00:00.000000,Airdrie Community Health Centre,58,0
2025-10-03 04:00:00.000000,Alberta Children's Hospital,70,0
2025-10-03 04:00:00.000000,Chinook Regional Hospital,60,0
2025-10-03 04:00:00.000000,Cochrane Community Health Centre,,0
2025-10-03 04:00:00.000000,Devon General Hospital,207,0
2025-10-03 04:00:00.000000,Foothills Medical Centre,352,0
2025-10-03 04:00:00.000000,Fort Sask Community Hospital,207,0
2025-10-03 04:00:00.000000,Grande Prairie Regional Hospital,85,0
2025-10-03 04:00:00.000000,Grey Nuns Community Hospital,302,0
2025-10-03 04:00:00.000000,Innisfail Health Centre,,1
2025-10-03 04:00:00.000000,Lacombe Hospital and Care Centre,,1
2025-10-03 04:00:00.000000,Leduc Community Hospital,98,0
2025-10-03 04:00:00.000000,Medicine Hat Regional Hospital,30,0
2025-10-03 04:00:00.000000,Misericordia Community Hospital,219,0
2025-10-03 04:00:00.000000,Northeast Community Health Centre,367,0
2025-10-03 04:00:00.000000,Northern Lights Regional Health Centre,30,0
2025-10-03 04:00:00.000000,Okotoks Health and Wellness Centre,,0
2025-10-03 04:00:00.000000,Peter Lougheed Centre,208,0
2025-10-03 04:00:00.000000,Red Deer Regional Hospital,372,0
2025-10-03 04:00:00.000000,Rockyview General Hospital,126,0
2025-10-03 04:00:00.000000,Royal Alexandra Hospital,208,0
2025-10-03 04:00:00.000000,Sheldon M. Chumir Centre,218,0
2025-10-03 04:00:00.000000,South Calgary Health Centre,,0
2025-10-03 04:00:00.000000,South Health Campus,224,0
2025-10-03 04:00:00.000000,Stollery Children's Hospital,67,0
2025-10-03 04:00:00.000000,Strathcona Community Hospital,177,0
2025-10-03 04:00:00.000000,Sturgeon Community Hospital,244,0
2025-10-03 04:00:00.000000,University of Alberta Hospital,266,0
2025-10-03 04:00:00.000000,WestView Health Centre,328,0
2025-10-03 04:10:00.000000,Airdrie Community Health Centre,58,0
2025-10-03 04:10:00.000000,Alberta Children's Hospital,56,0
2025-10-03 04:10:00.000000,Chinook Regional Hospital,60,0
2025-10-03 04:10:00.000000,Cochrane Community Health Centre,,0
2025-10-03 04:10:00.000000,Devon General Hospital,207,0
2025-10-03 04:10:00.000000,Foothills Medical Centre,365,0
2025-10-03 04:10:00.000000,Fort Sask Community Hospital,207,0
2025-10-03 04:10:00.000000,Grande Prairie Regional Hospital,85,0
2025-10-03 04:10:00.000000,Grey Nuns Community Hospital,264,0
2025-10-03 04:10:00.000000,Innisfail Health Centre,,1
2025-10-03 04:10:00.000000,Lacombe Hospital and Care Centre,,1
2025-10-03 04:10:00.000000,Leduc Community Hospital,98,0
2025-10-03 04:10:00.000000,Medicine Hat Regional Hospital,30,0
2025-10-03 04:10:00.000000,Misericordia Community Hospital,208,0
2025-10-03 04:10:00.000000,Northeast Community Health Centre,362,0
2025-10-03 04:10:00.000000,Northern Lights Regional Health Centre,30,0
2025-10-03 04:10:00.000000,Okotoks Health and Wellness Centre,,0
2025-10-03 04:10:00.000000,Peter Lougheed Centre,199,0
2025-10-03 04:10:00.000000,Red Deer Regional Hospital,354,0
2025-10-03 04:10:00.000000,Rockyview General Hospital,113,0
2025-10-03 04:10:00.000000,Royal Alexandra Hospital,221,0
2025-10-03 04:10:00.000000,Sheldon M. Chumir Centre,225,0
2025-10-03 04:10:00.000000,South Calgary Health Centre,,0
2025-10-03 04:10:00.000000,South Health Campus,224,0
2025-10-03 04:10:00.000000,Stollery Children's Hospital,81,0
2025-10-03 04:10:00.000000,Strathcona Community Hospital,177,0
2025-10-03 04:10:00.000000,Sturgeon Community Hospital,228,0
2025-10-03 04:10:00.000000,University of Alberta Hospital,263,0
2025-10-03 04:10:00.000000,WestView Health Centre,328,0
2025-10-03 04:20:00.000000,Airdrie Community Health Centre,58,0
2025-10-03 04:20:00.000000,Alberta Children's Hospital,30,0
2025-10-03 04:20:00.000000,Chinook Regional Hospital,60,0
2025-10-03 04:20:00.000000,Cochrane Community Health Centre,,0
2025-10-03 04:20:00.000000,Devon General Hospital,207,0
2025-10-03 04:20:00.000000,Foothills Medical Centre,365,0
2025-10-03 04:20:00.000000,Fort Sask Community Hospital,166,0
2025-10-03 04:20:00.000000,Grande Prairie Regional Hospital,85,0
2025-10-03 04:20:00.000000,Grey Nuns Community Hospital,264,0
2025-10-03 04:20:00.000000,Innisfail Health Centre,,1
2025-10-03 04:20:00.000000,Lacombe Hospital and Care Centre,,1
2025-10-03 04:20:00.000000,Leduc Community Hospital,123,0
2025-10-03 04:20:00.000000,Medicine Hat Regional Hospital,30,0
2025-10-03 04:20:00.000000,Misericordia Community Hospital,197,0
2025-10-03 04:20:00.000000,Northeast Community Health Centre,344,0
2025-10-03 04:20:00.000000,Northern Lights Regional Health Centre,30,0
2025-10-03 04:20:00.000000,Okotoks Health and Wellness Centre,,0
2025-10-03 04:20:00.000000,Peter Lougheed Centre,181,0
2025-10-03 04:20:00.000000,Red Deer Regional Hospital,349,0
2025-10-03 04:20:00.000000,Rockyview General Hospital,126,0
2025-10-03 04:20:00.000000,Royal Alexandra Hospital,221,0
2025-10-03 04:20:00.000000,Sheldon M. Chumir Centre,230,0
2025-10-03 04:20:00.000000,South Calgary Health Centre,,0
2025-10-03 04:20:00.000000,South Health Campus,224,0
2025-10-03 04:20:00.000000,Stollery Children's Hospital,81,0
2025-10-03 04:20:00.000000,Strathcona Community Hospital,155,0
2025-10-03 04:20:00.000000,Sturgeon Community Hospital,212,0
2025-10-03 04:20:00.000000,University of Alberta Hospital,251,0
2025-10-03 04:20:00.000000,WestView Health Centre,360,0
2025-10-03 04:30:00.000000,Airdrie Community Health Centre,58,0
2025-10-03 04:30:00.000000,Alberta Children's Hospital,30,0
2025-10-03 04:30:00.000000,Chinook Regional Hospital,45,0
2025-10-03 04:30:00.000000,Cochrane Community Health Centre,,0
2025-10-03 04:30:00.000000,Devon General Hospital,207,0
2025-10-03 04:30:00.000000,Foothills Medical Centre,365,0
2025-10-03 04:30:00.000000,Fort Sask Community Hospital,166,0
2025-10-03 04:30:00.000000,Grande Prairie Regional Hospital,85,0
2025-10-03 04:30:00.000000,Grey Nuns Community Hospital,264,0
2025-10-03 04:30:00.000000,Innisfail Health Centre,,1
2025-10-03 04:30:00.000000,Lacombe Hospital and Care Centre,,1
2025-10-03 04:30:00.000000,Leduc Community Hospital,147,0
2025-10-03 04:30:00.000000,Medicine Hat Regional Hospital,30,0
2025-10-03 04:30:00.000000,Misericordia Community Hospital,197,0
2025-10-03 04:30:00.000000,Northeast Community Health Centre,340,0
2025-10-03 04:30:00.000000,Northern Lights Regional Health Centre,30,0
2025-10-03 04:30:00.000000,Okotoks Health and Wellness Centre,,0
2025-10-03 04:30:00.000000,Peter Lougheed Centre,164,0
2025-10-03 04:30:00.000000,Red Deer Regional Hospital,331,0
2025-10-03 04:30:00.000000,Rockyview General Hospital,126,0
2025-10-03 04:30:00.000000,Royal Alexandra Hospital,208,0
2025-10-03 04:30:00.000000,Sheldon M. Chumir Centre,227,0
2025-10-03 04:30:00.000000,South Calgary Health Centre,,0
2025-10-03 04:30:00.000000,South Health Campus,211,0
2025-10-03 04:30:00.000000,Stollery Children's Hospital,67,0
2025-10-03 04:30:00.000000,Strathcona Community Hospital,133,0
2025-10-03 04:30:00.000000,Sturgeon Community Hospital,234,0
2025-10-03 04:30:00.000000,University of Alberta Hospital,257,0
2025-10-03 04:30:00.000000,WestView Health Centre,360,0
2025-10-03 04:40:00.000000,Airdrie Community Health Centre,30,0
2025-10-03 04:40:00.000000,Alberta Children's Hospital,42,0
2025-10-03 04:40:00.000000,Chinook Regional Hospital,45,0
2025-10-03 04:40:00.000000,Cochrane Community Health Centre,,0
2025-10-03 04:40:00.000000,Devon General Hospital,178,0
2025-10-03 04:40:00.000000,Foothills Medical Centre,340,0
2025-10-03 04:40:00.000000,Fort Sask Community Hospital,166,0
2025-10-03 04:40:00.000000,Grande Prairie Regional Hospital,85,0
2025-10-03 04:40:00.000000,Grey Nuns Community Hospital,289,0
2025-10-03 04:40:00.000000,Innisfail Health Centre,,1
2025-10-03 04:40:00.000000,Lacombe Hospital and Care Centre,,1
2025-10-03 04:40:00.000000,Leduc Community Hospital,147,0
2025-10-03 04:40:00.000000,Medicine Hat Regional Hospital,30,0
2025-10-03 04:40:00.000000,Misericordia Community Hospital,184,0
2025-10-03 04:40:00.000000,Northeast Community Health Centre,344,0
2025-10-03 04:40:00.000000,Northern Lights Regional Health Centre,30,0
2025-10-03 04:40:00.000000,Okotoks Health and Wellness Centre,,0
2025-10-03 04:40:00.000000,Peter Lougheed Centre,176,0
2025-10-03 04:40:00.000000,Red Deer Regional Hospital,324,0
2025-10-03 04:40:00.000000,Rockyview General Hospital,138,0
2025-10-03 04:40:00.000000,Royal Alexandra Hospital,195,0
2025-10-03 04:40:00.000000,Sheldon M. Chumir Centre,211,0
2025-10-03 04:40:00.000000,South Calgary Health Centre,,0
2025-10-03 04:40:00.000000,South Health Campus,211,0
2025-10-03 04:40:00.000000,Stollery Children's Hospital,54,0
2025-10-03 04:40:00.000000,Strathcona Community Hospital,111,0
2025-10-03 04:40:00.000000,Sturgeon Community Hospital,218,0
2025-10-03 04:40:00.000000,University of Alberta Hospital,266,0
2025-10-03 04:40:00.000000,WestView Health Centre,262,0
2025-10-03 04:50:00.000000,Airdrie Community Health Centre,30,0
2025-10-03 04:50:00.000000,Alberta Children's Hospital,42,0
2025-10-03 04:50:00.000000,Chinook Regional Hospital,45,0
