report_time,facility_name,wait_time,times_unavailable
2025-10-01 00:20:00.000000,Misericordia Community Hospital,356,0
2025-10-01 00:20:00.000000,Northeast Community Health Centre,163,0
2025-10-01 00:20:00.000000,Northern Lights Regional Health Centre,249,0
2025-10-01 00:20:00.000000,Okotoks Health and Wellness Centre,,0
2025-10-01 00:20:00.000000,Peter Lougheed Centre,330,0
2025-10-01 00:20:00.000000,Red Deer Regional Hospital,44,0
2025-10-01 00:20:00.000000,Rockyview General Hospital,299,0
2025-10-01 00:20:00.000000,Royal Alexandra Hospital,371,0
2025-10-01 00:20:00.000000,Sheldon M. Chumir Centre,75,0
2025-10-01 00:20:00.000000,South Calgary Health Centre,,0
2025-10-01 00:20:00.000000,South Health Campus,417,0
2025-10-01 00:20:00.000000,Stollery Children's Hospital,245,0
2025-10-01 00:20:00.000000,Strathcona Community Hospital,256,0
2025-10-01 00:20:00.000000,Sturgeon Community Hospital,221,0
2025-10-01 00:20:00.000000,University of Alberta Hospital,371,0
2025-10-01 00:20:00.000000,WestView Health Centre,257,0
2025-10-01 00:30:00.000000,Airdrie Community Health Centre,105,0
2025-10-01 00:30:00.000000,Alberta Children's Hospital,104,0
2025-10-01 00:30:00.000000,Chinook Regional Hospital,52,0
2025-10-01 00:30:00.000000,Cochrane Community Health Centre,,0
2025-10-01 00:30:00.000000,Devon General Hospital,185,0
2025-10-01 00:30:00.000000,Foothills Medical Centre,228,0
2025-10-01 00:30:00.000000,Fort Sask Community Hospital,369,0
2025-10-01 00:30:00.000000,Grande Prairie Regional Hospital,129,0
2025-10-01 00:30:00.000000,Grey Nuns Community Hospital,501,0
2025-10-01 00:30:00.000000,Innisfail Health Centre,,1
2025-10-01 00:30:00.000000,Lacombe Hospital and Care Centre,,1
2025-10-01 00:30:00.000000,Leduc Community Hospital,268,0
2025-10-01 00:30:00.000000,Medicine Hat Regional Hospital,94,0
2025-10-01 00:30:00.000000,Misericordia Community Hospital,346,0
2025-10-01 00:30:00.000000,Northeast Community Health Centre,189,0
2025-10-01 00:30:00.000000,Northern Lights Regional Health Centre,249,0
2025-10-01 00:30:00.000000,Okotoks Health and Wellness Centre,,0
2025-10-01 00:30:00.000000,Peter Lougheed Centre,315,0
2025-10-01 00:30:00.000000,Red Deer Regional Hospital,44,0
2025-10-01 00:30:00.000000,Rockyview General Hospital,300,0
2025-10-01 00:30:00.000000,Royal Alexandra Hospital,381,0
2025-10-01 00:30:00.000000,Sheldon M. Chumir Centre,133,0
2025-10-01 00:30:00.000000,South Calgary Health Centre,,0
2025-10-01 00:30:00.000000,South Health Campus,413,0
2025-10-01 00:30:00.000000,Stollery Children's Hospital,265,0
2025-10-01 00:30:00.000000,Strathcona Community Hospital,256,0
2025-10-01 00:30:00.000000,Sturgeon Community Hospital,245,0
2025-10-01 00:30:00.000000,University of Alberta Hospital,368,0
2025-10-01 00:30:00.000000,WestView Health Centre,225,0
2025-10-01 00:40:00.000000,Airdrie Community Health Centre,154,0
2025-10-01 00:40:00.000000,Alberta Children's Hospital,86,0
2025-10-01 00:40:00.000000,Chinook Regional Hospital,52,0
2025-10-01 00:40:00.000000,Cochrane Community Health Centre,,0
2025-10-01 00:40:00.000000,Devon General Hospital,216,0
2025-10-01 00:40:00.000000,Foothills Medical Centre,254,0
2025-10-01 00:40:00.000000,Fort Sask Community Hospital,369,0
2025-10-01 00:40:00.000000,Grande Prairie Regional Hospital,129,0
2025-10-01 00:40:00.000000,Grey Nuns Community Hospital,501,0
2025-10-01 00:40:00.000000,Innisfail Health Centre,,1
2025-10-01 00:40:00.000000,Lacombe Hospital and Care Centre,,1
2025-10-01 00:40:00.000000,Leduc Community Hospital,268,0
2025-10-01 00:40:00.000000,Medicine Hat Regional Hospital,78,0
2025-10-01 00:40:00.000000,Misericordia Community Hospital,270,0
2025-10-01 00:40:00.000000,Northeast Community Health Centre,153,0
2025-10-01 00:40:00.000000,Northern Lights Regional Health Centre,249,0
2025-10-01 00:40:00.000000,Okotoks Health and Wellness Centre,,0
2025-10-01 00:40:00.000000,Peter Lougheed Centre,350,0
2025-10-01 00:40:00.000000,Red Deer Regional Hospital,44,0
2025-10-01 00:40:00.000000,Rockyview General Hospital,302,0
2025-10-01 00:40:00.000000,Royal Alexandra Hospital,386,0
2025-10-01 00:40:00.000000,Sheldon M. Chumir Centre,161,0
2025-10-01 00:40:00.000000,South Calgary Health Centre,,0
2025-10-01 00:40:00.000000,South Health Campus,423,0
2025-10-01 00:40:00.000000,Stollery Children's Hospital,272,0
2025-10-01 00:40:00.000000,Strathcona Community Hospital,258,0
2025-10-01 00:40:00.000000,Sturgeon Community Hospital,252,0
2025-10-01 00:40:00.000000,University of Alberta Hospital,346,0
2025-10-01 00:40:00.000000,WestView Health Centre,225,0
2025-10-01 00:50:00.000000,Airdrie Community Health Centre,141,0
2025-10-01 00:50:00.000000,Alberta Children's Hospital,88,0
2025-10-01 00:50:00.000000,Chinook Regional Hospital,52,0
2025-10-01 00:50:00.000000,Cochrane Community Health Centre,,0
2025-10-01 00:50:00.000000,Devon General Hospital,247,0
2025-10-01 00:50:00.000000,Foothills Medical Centre,264,0
2025-10-01 00:50:00.000000,Fort Sask Community Hospital,328,0
2025-10-01 00:50:00.000000,Grande Prairie Regional Hospital,151,0
2025-10-01 00:50:00.000000,Grey Nuns Community Hospital,501,0
2025-10-01 00:50:00.000000,Innisfail Health Centre,,1
2025-10-01 00:50:00.000000,Lacombe Hospital and Care Centre,,1
2025-10-01 00:50:00.000000,Leduc Community Hospital,268,0
2025-10-01 00:50:00.000000,Medicine Hat Regional Hospital,85,0
2025-10-01 00:50:00.000000,Misericordia Community Hospital,257,0
2025-10-01 00:50:00.000000,Northeast Community Health Centre,165,0
2025-10-01 00:50:00.000000,Northern Lights Regional Health Centre,249,0
2025-10-01 00:50:00.000000,Okotoks Health and Wellness Centre,,0
2025-10-01 00:50:00.000000,Peter Lougheed Centre,375,0
2025-10-01 00:50:00.000000,Red Deer Regional Hospital,44,0
2025-10-01 00:50:00.000000,Rockyview General Hospital,312,0
2025-10-01 00:50:00.000000,Royal Alexandra Hospital,381,0
2025-10-01 00:50:00.000000,Sheldon M. Chumir Centre,186,0
2025-10-01 00:50:00.000000,South Calgary Health Centre,,0
2025-10-01 00:50:00.000000,South Health Campus,430,0
2025-10-01 00:50:00.000000,Stollery Children's Hospital,264,0
2025-10-01 00:50:00.000000,Strathcona Community Hospital,231,0
2025-10-01 00:50:00.000000,Sturgeon Community Hospital,242,0
2025-10-01 00:50:00.000000,University of Alberta Hospital,332,0
2025-10-01 00:50:00.000000,WestView Health Centre,225,0
2025-10-01 01:00:00.000000,Airdrie Community Health Centre,246,0
2025-10-01 01:00:00.000000,Alberta Children's Hospital,77,0
2025-10-01 01:00:00.000000,Chinook Regional Hospital,30,0
2025-10-01 01:00:00.000000,Cochrane Community Health Centre,,0
2025-10-01 01:00:00.000000,Devon General Hospital,247,0
2025-10-01 01:00:00.000000,Foothills Medical Centre,252,0
2025-10-01 01:00:00.000000,Fort Sask Community Hospital,328,0
2025-10-01 01:00:00.000000,Grande Prairie Regional Hospital,151,0
2025-10-01 01:00:00.000000,Grey Nuns Community Hospital,501,0
2025-10-01 01:00:00.000000,Innisfail Health Centre,,1
2025-10-01 01:00:00.000000,Lacombe Hospital and Care Centre,,1
2025-10-01 01:00:00.000000,Leduc Community Hospital,244,0
2025-10-01 01:00:00.000000,Medicine Hat Regional Hospital,118,0
2025-10-01 01:00:00.000000,Misericordia Community Hospital,269,0
2025-10-01 01:00:00.000000,Northeast Community Health Centre,212,0
2025-10-01 01:00:00.000000,Northern Lights Regional Health Centre,249,0
2025-10-01 01:00:00.000000,Okotoks Health and Wellness Centre,,0
2025-10-01 01:00:00.000000,Peter Lougheed Centre,355,0
2025-10-01 01:00:00.000000,Red Deer Regional Hospital,44,0
2025-10-01 01:00:00.000000,Rockyview General Hospital,299,0
2025-10-01 01:00:00.000000,Royal Alexandra Hospital,391,0
2025-10-01 01:00:00.000000,Sheldon M. Chumir Centre,194,0
2025-10-01 01:00:00.000000,South Calgary Health Centre,,0
2025-10-01 01:00:00.000000,South Health Campus,441,0
2025-10-01 01:00:00.000000,Stollery Children's Hospital,258,0
2025-10-01 01:00:00.000000,Strathcona Community Hospital,212,0
2025-10-01 01:00:00.000000,Sturgeon Community Hospital,200,0
2025-10-01 01:00:00.000000,University of Alberta Hospital,311,0
2025-10-01 01:00:00.000000,WestView Health Centre,225,0
2025-10-01 01:10:00.000000,Airdrie Community Health Centre,289,0
2025-10-01 01:10:00.000000,Alberta Children's Hospital,93,0
2025-10-01 01:10:00.000000,Chinook Regional Hospital,30,0
2025-10-01 01:10:00.000000,Cochrane Community Health Centre,,0
2025-10-01 01:10:00.000000,Devon General Hospital,216,0
2025-10-01 01:10:00.000000,Foothills Medical Centre,299,0
2025-10-01 01:10:00.000000,Fort Sask Community Hospital,328,0
2025-10-01 01:10:00.000000,Grande Prairie Regional Hospital,151,0
2025-10-01 01:10:00.000000,Grey Nuns Community Hospital,488,0
2025-10-01 01:10:00.000000,Innisfail Health Centre,,1
2025-10-01 01:10:00.000000,Lacombe Hospital and Care Centre,,1
2025-10-01 01:10:00.000000,Leduc Community Hospital,244,0
2025-10-01 01:10:00.000000,Medicine Hat Regional Hospital,98,0
2025-10-01 01:10:00.000000,Misericordia Community Hospital,280,0
2025-10-01 01:10:00.000000,Northeast Community Health Centre,227,0
2025-10-01 01:10:00.000000,Northern Lights Regional Health Centre,235,0
2025-10-01 01:10:00.000000,Okotoks Health and Wellness Centre,,0
2025-10-01 01:10:00.000000,Peter Lougheed Centre,350,0
2025-10-01 01:10:00.000000,Red Deer Regional Hospital,44,0
2025-10-01 01:10:00.000000,Rockyview General Hospital,285,0
2025-10-01 01:10:00.000000,Royal Alexandra Hospital,396,0
2025-10-01 01:10:00.000000,Sheldon M. Chumir Centre,221,0
2025-10-01 01:10:00.000000,South Calgary Health Centre,,0
2025-10-01 01:10:00.000000,South Health Campus,426,0
2025-10-01 01:10:00.000000,Stollery Children's Hospital,278,0
2025-10-01 01:10:00.000000,Strathcona Community Hospital,227,0
2025-10-01 01:10:00.000000,Sturgeon Community Hospital,158,0
2025-10-01 01:10:00.000000,University of Alberta Hospital,306,0
2025-10-01 01:10:00.000000,WestView Health Centre,193,0
2025-10-01 01:20:00.000000,Airdrie Community Health Centre,297,0
2025-10-01 01:20:00.000000,Alberta Children's Hospital,77,0
2025-10-01 01:20:00.000000,Chinook Regional Hospital,30,0
2025-10-01 01:20:00.000000,Cochrane Community Health Centre,,0
2025-10-01 01:20:00.000000,Devon General Hospital,154,0
2025-10-01 01:20:00.000000,Foothills Medical Centre,293,0
2025-10-01 01:20:00.000000,Fort Sask Community Hospital,328,0
2025-10-01 01:20:00.000000,Grande Prairie Regional Hospital,151,0
2025-10-01 01:20:00.000000,Grey Nuns Community Hospital,488,0
2025-10-01 01:20:00.000000,Innisfail Health Centre,,1
2025-10-01 01:20:00.000000,Lacombe Hospital and Care Centre,,1
2025-10-01 01:20:00.000000,Leduc Community Hospital,244,0
2025-10-01 01:20:00.000000,Medicine Hat Regional Hospital,123,0
2025-10-01 01:20:00.000000,Misericordia Community Hospital,245,0
2025-10-01 01:20:00.000000,Northeast Community Health Centre,258,0
2025-10-01 01:20:00.000000,Northern Lights Regional Health Centre,235,0
2025-10-01 01:20:00.000000,Okotoks Health and Wellness Centre,,0
2025-10-01 01:20:00.000000,Peter Lougheed Centre,322,0
2025-10-01 01:20:00.000000,Red Deer Regional Hospital,30,0
2025-10-01 01:20:00.000000,Rockyview General Hospital,291,0
2025-10-01 01:20:00.000000,Royal Alexandra Hospital,391,0
2025-10-01 01:20:00.000000,Sheldon M. Chumir Centre,228,0
2025-10-01 01:20:00.000000,South Calgary Health Centre,,0
2025-10-01 01:20:00.000000,South Health Campus,397,0
2025-10-01 01:20:00.000000,Stollery Children's Hospital,244,0
2025-10-01 01:20:00.000000,Strathcona Community Hospital,236,0
2025-10-01 01:20:00.000000,Sturgeon Community Hospital,131,0
2025-10-01 01:20:00.000000,University of Alberta Hospital,289,0
2025-10-01 01:20:00.000000,WestView Health Centre,161,0
2025-10-01 01:30:00.000000,Airdrie Community Health Centre,250,0
2025-10-01 01:30:00.000000,Alberta Children's Hospital,52,0
2025-10-01 01:30:00.000000,Chinook Regional Hospital,33,0
2025-10-01 01:30:00.000000,Cochrane Community Health Centre,,0
2025-10-01 01:30:00.000000,Devon General Hospital,154,0
2025-10-01 01:30:00.000000,Foothills Medical Centre,302,0
2025-10-01 01:30:00.000000,Fort Sask Community Hospital,328,0
2025-10-01 01:30:00.000000,Grande Prairie Regional Hospital,151,0
2025-10-01 01:30:00.000000,Grey Nuns Community Hospital,475,0
2025-10-01 01:30:00.000000,Innisfail Health Centre,,1
2025-10-01 01:30:00.000000,Lacombe Hospital and Care Centre,,1
2025-10-01 01:30:00.000000,Leduc Community Hospital,244,0
2025-10-01 01:30:00.000000,Medicine Hat Regional Hospital,123,0
2025-10-01 01:30:00.000000,Misericordia Community Hospital,257,0
2025-10-01 01:30:00.000000,Northeast Community Health Centre,226,0
2025-10-01 01:30:00.000000,Northern Lights Regional Health Centre,235,0
2025-10-01 01:30:00.000000,Okotoks Health and Wellness Centre,,0
2025-10-01 01:30:00.000000,Peter Lougheed Centre,317,0
2025-10-01 01:30:00.000000,Red Deer Regional Hospital,30,0
2025-10-01 01:30:00.000000,Rockyview General Hospital,275,0
2025-10-01 01:30:00.000000,Royal Alexandra Hospital,376,0
2025-10-01 01:30:00.000000,Sheldon M. Chumir Centre,218,0
2025-10-01 01:30:00.000000,South Calgary Health Centre,,0
2025-10-01 01:30:00.000000,South Health Campus,408,0
2025-10-01 01:30:00.000000,Stollery Children's Hospital,264,0
2025-10-01 01:30:00.000000,Strathcona Community Hospital,248,0
2025-10-01 01:30:00.000000,Sturgeon Community Hospital,155,0
2025-10-01 01:30:00.000000,University of Alberta Hospital,293,0
2025-10-01 01:30:00.000000,WestView Health Centre,193,0
2025-10-01 01:40:00.000000,Airdrie Community Health Centre,261,0
2025-10-01 01:40:00.000000,Alberta Children's Hospital,47,0
2025-10-01 01:40:00.000000,Chinook Regional Hospital,30,0
2025-10-01 01:40:00.000000,Cochrane Community Health Centre,,0
2025-10-01 01:40:00.000000,Devon General Hospital,154,0
2025-10-01 01:40:00.000000,Foothills Medical Centre,298,0
2025-10-01 01:40:00.000000,Fort Sask Community Hospital,287,0
2025-10-01 01:40:00.000000,Grande Prairie Regional Hospital,151,0
2025-10-01 01:40:00.000000,Grey Nuns Community Hospital,461,0
2025-10-01 01:40:00.000000,Innisfail Health Centre,,1
2025-10-01 01:40:00.000000,Lacombe Hospital and Care Centre,,1
2025-10-01 01:40:00.000000,Leduc Community Hospital,244,0
2025-10-01 01:40:00.000000,Medicine Hat Regional Hospital,98,0
2025-10-01 01:40:00.000000,Misericordia Community Hospital,291,0
2025-10-01 01:40:00.000000,Northeast Community Health Centre,260,0
2025-10-01 01:40:00.000000,Northern Lights Regional Health Centre,176,0
2025-10-01 01:40:00.000000,Okotoks Health and Wellness Centre,,0
2025-10-01 01:40:00.000000,Peter Lougheed Centre,297,0
2025-10-01 01:40:00.000000,Red Deer Regional Hospital,34,0
2025-10-01 01:40:00.000000,Rockyview General Hospital,284,0
2025-10-01 01:40:00.000000,Royal Alexandra Hospital,381,0
2025-10-01 01:40:00.000000,Sheldon M. Chumir Centre,226,0
2025-10-01 01:40:00.000000,South Calgary Health Centre,,0
2025-10-01 01:40:00.000000,South Health Campus,426,0
2025-10-01 01:40:00.000000,Stollery Children's Hospital,232,0
2025-10-01 01:40:00.000000,Strathcona Community Hospital,260,0
2025-10-01 01:40:00.000000,Sturgeon Community Hospital,195,0
2025-10-01 01:40:00.000000,University of Alberta Hospital,287,0
2025-10-01 01:40:00.000000,WestView Health Centre,193,0
2025-10-01 01:50:00.000000,Airdrie Community Health Centre,270,0
2025-10-01 01:50:00.000000,Alberta Children's Hospital,42,0
2025-10-01 01:50:00.000000,Chinook Regional Hospital,34,0
2025-10-01 01:50:00.000000,Cochrane Community Health Centre,,0
2025-10-01 01:50:00.000000,Devon General Hospital,154,0
2025-10-01 01:50:00.000000,Foothills Medical Centre,307,0
2025-10-01 01:50:00.000000,Fort Sask Community Hospital,287,0
2025-10-01 01:50:00.000000,Grande Prairie Regional Hospital,172,0
2025-10-01 01:50:00.000000,Grey Nuns Community Hospital,396,0
2025-10-01 01:50:00.000000,Innisfail Health Centre,,1
2025-10-01 01:50:00.000000,Lacombe Hospital and Care Centre,,1
2025-10-01 01:50:00.000000,Leduc Community Hospital,195,0
2025-10-01 01:50:00.000000,Medicine Hat Regional Hospital,49,0
2025-10-01 01:50:00.000000,Misericordia Community Hospital,281,0
2025-10-01 01:50:00.000000,Northeast Community Health Centre,228,0
2025-10-01 01:50:00.000000,Northern Lights Regional Health Centre,176,0
2025-10-01 01:50:00.000000,Okotoks Health and Wellness Centre,,0
2025-10-01 01:50:00.000000,Peter Lougheed Centre,251,0
2025-10-01 01:50:00.000000,Red Deer Regional Hospital,45,0
2025-10-01 01:50:00.000000,Rockyview General Hospital,268,0
2025-10-01 01:50:00.000000,Royal Alexandra Hospital,371,0
2025-10-01 01:50:00.000000,Sheldon M. Chumir Centre,177,0
2025-10-01 01:50:00.000000,South Calgary Health Centre,,0
2025-10-01 01:50:00.000000,South Health Campus,408,0
2025-10-01 01:50:00.000000,Stollery Children's Hospital,226,0
2025-10-01 01:50:00.000000,Strathcona Community Hospital,273,0
2025-10-01 01:50:00.000000,Sturgeon Community Hospital,153,0
2025-10-01 01:50:00.000000,University of Alberta Hospital,271,0
2025-10-01 01:50:00.000000,WestView Health Centre,225,0
2025-10-01 02:00:00.000000,Airdrie Community Health Centre,270,0
2025-10-01 02:00:00.000000,Alberta Children's Hospital,35,0
2025-10-01 02:00:00.000000,Chinook Regional Hospital,55,0
2025-10-01 02:00:00.000000,Cochrane Community Health Centre,,0
2025-10-01 02:00:00.000000,Devon General Hospital,154,0
2025-10-01 02:00:00.000000,Foothills Medical Centre,326,0
2025-10-01 02:00:00.000000,Fort Sask Community Hospital,246,0
2025-10-01 02:00:00.000000,Grande Prairie Regional Hospital,172,0
2025-10-01 02:00:00.000000,Grey Nuns Community Hospital,396,0
2025-10-01 02:00:00.000000,Innisfail Health Centre,,1
2025-10-01 02:00:00.000000,Lacombe Hospital and Care Centre,,1
2025-10-01 02:00:00.000000,Leduc Community Hospital,195,0
2025-10-01 02:00:00.000000,Medicine Hat Regional Hospital,49,0
2025-10-01 02:00:00.000000,Misericordia Community Hospital,290,0
2025-10-01 02:00:00.000000,Northeast Community Health Centre,237,0
2025-10-01 02:00:00.000000,Northern Lights Regional Health Centre,191,0
2025-10-01 02:00:00.000000,Okotoks Health and Wellness Centre,,0
2025-10-01 02:00:00.000000,Peter Lougheed Centre,257,0
2025-10-01 02:00:00.000000,Red Deer Regional Hospital,52,0
2025-10-01 02:00:00.000000,Rockyview General Hospital,274,0
2025-10-01 02:00:00.000000,Royal Alexandra Hospital,371,0
2025-10-01 02:00:00.000000,Sheldon M. Chumir Centre,165,0
2025-10-01 02:00:00.000000,South Calgary Health Centre,,0
2025-10-01 02:00:00.000000,South Health Campus,417,0
2025-10-01 02:00:00.000000,Stollery Children's Hospital,218,0
2025-10-01 02:00:00.000000,Strathcona Community Hospital,237,0
2025-10-01 02:00:00.000000,Sturgeon Community Hospital,175,0
2025-10-01 02:00:00.000000,University of Alberta Hospital,264,0
2025-10-01 02:00:00.000000,WestView Health Centre,225,0
2025-10-01 02:10:00.000000,Airdrie Community Health Centre,199,0
2025-10-01 02:10:00.000000,Alberta Children's Hospital,30,0
2025-10-01 02:10:00.000000,Chinook Regional Hospital,45,0
2025-10-01 02:10:00.000000,Cochrane Community Health Centre,,0
2025-10-01 02:10:00.000000,Devon General Hospital,61,0
2025-10-01 02:10:00.000000,Foothills Medical Centre,321,0
2025-10-01 02:10:00.000000,Fort Sask Community Hospital,246,0
2025-10-01 02:10:00.000000,Grande Prairie Regional Hospital,151,0
2025-10-01 02:10:00.000000,Grey Nuns Community Hospital,382,0
2025-10-01 02:10:00.000000,Innisfail Health Centre,,1
2025-10-01 02:10:00.000000,Lacombe Hospital and Care Centre,,1
2025-10-01 02:10:00.000000,Leduc Community Hospital,195,0
2025-10-01 02:10:00.000000,Medicine Hat Regional Hospital,49,0
2025-10-01 02:10:00.000000,Misericordia Community Hospital,296,0
2025-10-01 02:10:00.000000,Northeast Community Health Centre,248,0
2025-10-01 02:10:00.000000,Northern Lights Regional Health Centre,161,0
2025-10-01 02:10:00.000000,Okotoks Health and Wellness Centre,,0
2025-10-01 02:10:00.000000,Peter Lougheed Centre,263,0
2025-10-01 02:10:00.000000,Red Deer Regional Hospital,58,0
2025-10-01 02:10:00.000000,Rockyview General Hospital,256,0
2025-10-01 02:10:00.000000,Royal Alexandra Hospital,345,0
2025-10-01 02:10:00.000000,Sheldon M. Chumir Centre,170,0
2025-10-01 02:10:00.000000,South Calgary Health Centre,,0
2025-10-01 02:10:00.000000,South Health Campus,408,0
2025-10-01 02:10:00.000000,Stollery Children's Hospital,209,0
2025-10-01 02:10:00.000000,Strathcona Community Hospital,248,0
2025-10-01 02:10:00.000000,Sturgeon Community Hospital,179,0
2025-10-01 02:10:00.000000,University of Alberta Hospital,266,0
2025-10-01 02:10:00.000000,WestView Health Centre,225,0
2025-10-01 02:20:00.000000,Airdrie Community Health Centre,199,0
2025-10-01 02:20:00.000000,Alberta Children's Hospital,30,0
2025-10-01 02:20:00.000000,Chinook Regional Hospital,60,0
2025-10-01 02:20:00.000000,Cochrane Community Health Centre,,0
2025-10-01 02:20:00.000000,Devon General Hospital,92,0
2025-10-01 02:20:00.000000,Foothills Medical Centre,350,0
2025-10-01 02:20:00.000000,Fort Sask Community Hospital,246,0
2025-10-01 02:20:00.000000,Grande Prairie Regional Hospital,129,0
2025-10-01 02:20:00.000000,Grey Nuns Community Hospital,382,0
2025-10-01 02:20:00.000000,Innisfail Health Centre,,1
2025-10-01 02:20:00.000000,Lacombe Hospital and Care Centre,,1
2025-10-01 02:20:00.000000,Leduc Community Hospital,170,0
2025-10-01 02:20:00.000000,Medicine Hat Regional Hospital,49,0
2025-10-01 02:20:00.000000,Misericordia Community Hospital,285,0
2025-10-01 02:20:00.000000,Northeast Community Health Centre,238,0
2025-10-01 02:20:00.000000,Northern Lights Regional Health Centre,147,0
2025-10-01 02:20:00.000000,Okotoks Health and Wellness Centre,,0
2025-10-01 02:20:00.000000,Peter Lougheed Centre,273,0
2025-10-01 02:20:00.000000,Red Deer Regional Hospital,88,0
2025-10-01 02:20:00.000000,Rockyview General Hospital,286,0
2025-10-01 02:20:00.000000,Royal Alexandra Hospital,359,0
2025-10-01 02:20:00.000000,Sheldon M. Chumir Centre,189,0
2025-10-01 02:20:00.000000,South Calgary Health Centre,,0
2025-10-01 02:20:00.000000,South Health Campus,373,0
2025-10-01 02:20:00.000000,Stollery Children's Hospital,222,0
2025-10-01 02:20:00.000000,Strathcona Community Hospital,216,0
2025-10-01 02:20:00.000000,Sturgeon Community Hospital,163,0
