report_time,facility_name,wait_time,times_unavailable
2026-08-02 06:10:00.000000,Innisfail Health Centre,,1
2026-08-02 06:10:00.000000,Lacombe Hospital and Care Centre,,1
2026-08-02 06:10:00.000000,Leduc Community Hospital,62,0
2026-08-02 06:10:00.000000,Medicine Hat Regional Hospital,30,0
2026-08-02 06:10:00.000000,Misericordia Community Hospital,440,0
2026-08-02 06:10:00.000000,Northeast Community Health Centre,274,0
2026-08-02 06:10:00.000000,Northern Lights Regional Health Centre,30,0
2026-08-02 06:10:00.000000,Okotoks Health and Wellness Centre,,0
2026-08-02 06:10:00.000000,Peter Lougheed Centre,266,0
2026-08-02 06:10:00.000000,Red Deer Regional Hospital,172,0
2026-08-02 06:10:00.000000,Rockyview General Hospital,108,0
2026-08-02 06:10:00.000000,Royal Alexandra Hospital,279,0
2026-08-02 06:10:00.000000,Sheldon M. Chumir Centre,142,0
2026-08-02 06:10:00.000000,South Calgary Health Centre,,0
2026-08-02 06:10:00.000000,South Health Campus,264,0
2026-08-02 06:10:00.000000,Stollery Children's Hospital,30,0
2026-08-02 06:10:00.000000,Strathcona Community Hospital,85,0
2026-08-02 06:10:00.000000,Sturgeon Community Hospital,108,0
2026-08-02 06:10:00.000000,University of Alberta Hospital,175,0
2026-08-02 06:10:00.000000,WestView Health Centre,403,0
2026-08-02 06:20:00.000000,Airdrie Community Health Centre,145,0
2026-08-02 06:20:00.000000,Alberta Children's Hospital,118,0
2026-08-02 06:20:00.000000,Chinook Regional Hospital,87,0
2026-08-02 06:20:00.000000,Cochrane Community Health Centre,,0
2026-08-02 06:20:00.000000,Devon General Hospital,224,0
2026-08-02 06:20:00.000000,Foothills Medical Centre,387,0
2026-08-02 06:20:00.000000,Fort Sask Community Hospital,71,0
2026-08-02 06:20:00.000000,Grande Prairie Regional Hospital,120,0
2026-08-02 06:20:00.000000,Grey Nuns Community Hospital,171,0
2026-08-02 06:20:00.000000,Innisfail Health Centre,,1
2026-08-02 06:20:00.000000,Lacombe Hospital and Care Centre,,1
2026-08-02 06:20:00.000000,Leduc Community Hospital,62,0
2026-08-02 06:20:00.000000,Medicine Hat Regional Hospital,48,0
2026-08-02 06:20:00.000000,Misericordia Community Hospital,440,0
2026-08-02 06:20:00.000000,Northeast Community Health Centre,234,0
2026-08-02 06:20:00.000000,Northern Lights Regional Health Centre,30,0
2026-08-02 06:20:00.000000,Okotoks Health and Wellness Centre,,0
2026-08-02 06:20:00.000000,Peter Lougheed Centre,252,0
2026-08-02 06:20:00.000000,Red Deer Regional Hospital,143,0
2026-08-02 06:20:00.000000,Rockyview General Hospital,120,0
2026-08-02 06:20:00.000000,Royal Alexandra Hospital,262,0
2026-08-02 06:20:00.000000,Sheldon M. Chumir Centre,159,0
2026-08-02 06:20:00.000000,South Calgary Health Centre,,0
2026-08-02 06:20:00.000000,South Health Campus,254,0
2026-08-02 06:20:00.000000,Stollery Children's Hospital,30,0
2026-08-02 06:20:00.000000,Strathcona Community Hospital,107,0
2026-08-02 06:20:00.000000,Sturgeon Community Hospital,122,0
2026-08-02 06:20:00.000000,University of Alberta Hospital,158,0
2026-08-02 06:20:00.000000,WestView Health Centre,403,0
2026-08-02 06:30:00.000000,Airdrie Community Health Centre,140,0
2026-08-02 06:30:00.000000,Alberta Children's Hospital,118,0
2026-08-02 06:30:00.000000,Chinook Regional Hospital,87,0
2026-08-02 06:30:00.000000,Cochrane Community Health Centre,,0
2026-08-02 06:30:00.000000,Devon General Hospital,192,0
2026-08-02 06:30:00.000000,Foothills Medical Centre,392,0
2026-08-02 06:30:00.000000,Fort Sask Community Hospital,71,0
2026-08-02 06:30:00.000000,Grande Prairie Regional Hospital,152,0
2026-08-02 06:30:00.000000,Grey Nuns Community Hospital,171,0
2026-08-02 06:30:00.000000,Innisfail Health Centre,,1
2026-08-02 06:30:00.000000,Lacombe Hospital and Care Centre,,1
2026-08-02 06:30:00.000000,Leduc Community Hospital,62,0
2026-08-02 06:30:00.000000,Medicine Hat Regional Hospital,30,0
2026-08-02 06:30:00.000000,Misericordia Community Hospital,387,0
2026-08-02 06:30:00.000000,Northeast Community Health Centre,244,0
2026-08-02 06:30:00.000000,Northern Lights Regional Health Centre,30,0
2026-08-02 06:30:00.000000,Okotoks Health and Wellness Centre,,0
2026-08-02 06:30:00.000000,Peter Lougheed Centre,231,0
2026-08-02 06:30:00.000000,Red Deer Regional Hospital,138,0
2026-08-02 06:30:00.000000,Rockyview General Hospital,137,0
2026-08-02 06:30:00.000000,Royal Alexandra Hospital,261,0
2026-08-02 06:30:00.000000,Sheldon M. Chumir Centre,164,0
2026-08-02 06:30:00.000000,South Calgary Health Centre,,0
2026-08-02 06:30:00.000000,South Health Campus,238,0
2026-08-02 06:30:00.000000,Stollery Children's Hospital,30,0
2026-08-02 06:30:00.000000,Strathcona Community Hospital,64,0
2026-08-02 06:30:00.000000,Sturgeon Community Hospital,136,0
2026-08-02 06:30:00.000000,University of Alberta Hospital,163,0
2026-08-02 06:30:00.000000,WestView Health Centre,403,0
2026-08-02 06:40:00.000000,Airdrie Community Health Centre,136,0
2026-08-02 06:40:00.000000,Alberta Children's Hospital,118,0
2026-08-02 06:40:00.000000,Chinook Regional Hospital,87,0
2026-08-02 06:40:00.000000,Cochrane Community Health Centre,,0
2026-08-02 06:40:00.000000,Devon General Hospital,192,0
2026-08-02 06:40:00.000000,Foothills Medical Centre,373,0
2026-08-02 06:40:00.000000,Fort Sask Community Hospital,71,0
2026-08-02 06:40:00.000000,Grande Prairie Regional Hospital,139,0
2026-08-02 06:40:00.000000,Grey Nuns Community Hospital,171,0
2026-08-02 06:40:00.000000,Innisfail Health Centre,,1
2026-08-02 06:40:00.000000,Lacombe Hospital and Care Centre,,1
2026-08-02 06:40:00.000000,Leduc Community Hospital,62,0
2026-08-02 06:40:00.000000,Medicine Hat Regional Hospital,30,0
2026-08-02 06:40:00.000000,Misericordia Community Hospital,387,0
2026-08-02 06:40:00.000000,Northeast Community Health Centre,254,0
2026-08-02 06:40:00.000000,Northern Lights Regional Health Centre,30,0
2026-08-02 06:40:00.000000,Okotoks Health and Wellness Centre,,0
2026-08-02 06:40:00.000000,Peter Lougheed Centre,226,0
2026-08-02 06:40:00.000000,Red Deer Regional Hospital,147,0
2026-08-02 06:40:00.000000,Rockyview General Hospital,142,0
2026-08-02 06:40:00.000000,Royal Alexandra Hospital,248,0
2026-08-02 06:40:00.000000,Sheldon M. Chumir Centre,160,0
2026-08-02 06:40:00.000000,South Calgary Health Centre,,0
2026-08-02 06:40:00.000000,South Health Campus,228,0
2026-08-02 06:40:00.000000,Stollery Children's Hospital,30,0
2026-08-02 06:40:00.000000,Strathcona Community Hospital,64,0
2026-08-02 06:40:00.000000,Sturgeon Community Hospital,122,0
2026-08-02 06:40:00.000000,University of Alberta Hospital,161,0
2026-08-02 06:40:00.000000,WestView Health Centre,336,0
2026-08-02 06:50:00.000000,Airdrie Community Health Centre,118,0
2026-08-02 06:50:00.000000,Alberta Children's Hospital,132,0
2026-08-02 06:50:00.000000,Chinook Regional Hospital,87,0
2026-08-02 06:50:00.000000,Cochrane Community Health Centre,,0
2026-08-02 06:50:00.000000,Devon General Hospital,32,0
2026-08-02 06:50:00.000000,Foothills Medical Centre,360,0
2026-08-02 06:50:00.000000,Fort Sask Community Hospital,71,0
2026-08-02 06:50:00.000000,Grande Prairie Regional Hospital,145,0
2026-08-02 06:50:00.000000,Grey Nuns Community Hospital,171,0
2026-08-02 06:50:00.000000,Innisfail Health Centre,,1
2026-08-02 06:50:00.000000,Lacombe Hospital and Care Centre,,1
2026-08-02 06:50:00.000000,Leduc Community Hospital,83,0
2026-08-02 06:50:00.000000,Medicine Hat Regional Hospital,48,0
2026-08-02 06:50:00.000000,Misericordia Community Hospital,369,0
2026-08-02 06:50:00.000000,Northeast Community Health Centre,254,0
2026-08-02 06:50:00.000000,Northern Lights Regional Health Centre,30,0
2026-08-02 06:50:00.000000,Okotoks Health and Wellness Centre,,0
2026-08-02 06:50:00.000000,Peter Lougheed Centre,215,0
2026-08-02 06:50:00.000000,Red Deer Regional Hospital,142,0
2026-08-02 06:50:00.000000,Rockyview General Hospital,139,0
2026-08-02 06:50:00.000000,Royal Alexandra Hospital,243,0
2026-08-02 06:50:00.000000,Sheldon M. Chumir Centre,134,0
2026-08-02 06:50:00.000000,South Calgary Health Centre,,0
2026-08-02 06:50:00.000000,South Health Campus,223,0
2026-08-02 06:50:00.000000,Stollery Children's Hospital,30,0
2026-08-02 06:50:00.000000,Strathcona Community Hospital,85,0
2026-08-02 06:50:00.000000,Sturgeon Community Hospital,95,0
2026-08-02 06:50:00.000000,University of Alberta Hospital,146,0
2026-08-02 06:50:00.000000,WestView Health Centre,302,0
2026-08-02 07:00:00.000000,Airdrie Community Health Centre,128,0
2026-08-02 07:00:00.000000,Alberta Children's Hospital,103,0
2026-08-02 07:00:00.000000,Chinook Regional Hospital,87,0
2026-08-02 07:00:00.000000,Cochrane Community Health Centre,,0
2026-08-02 07:00:00.000000,Devon General Hospital,32,0
2026-08-02 07:00:00.000000,Foothills Medical Centre,354,0
2026-08-02 07:00:00.000000,Fort Sask Community Hospital,35,0
2026-08-02 07:00:00.000000,Grande Prairie Regional Hospital,131,0
2026-08-02 07:00:00.000000,Grey Nuns Community Hospital,159,0
2026-08-02 07:00:00.000000,Innisfail Health Centre,,1
2026-08-02 07:00:00.000000,Lacombe Hospital and Care Centre,,1
2026-08-02 07:00:00.000000,Leduc Community Hospital,104,0
2026-08-02 07:00:00.000000,Medicine Hat Regional Hospital,48,0
2026-08-02 07:00:00.000000,Misericordia Community Hospital,334,0
2026-08-02 07:00:00.000000,Northeast Community Health Centre,244,0
2026-08-02 07:00:00.000000,Northern Lights Regional Health Centre,30,0
2026-08-02 07:00:00.000000,Okotoks Health and Wellness Centre,,0
2026-08-02 07:00:00.000000,Peter Lougheed Centre,205,0
2026-08-02 07:00:00.000000,Red Deer Regional Hospital,151,0
2026-08-02 07:00:00.000000,Rockyview General Hospital,137,0
2026-08-02 07:00:00.000000,Royal Alexandra Hospital,249,0
2026-08-02 07:00:00.000000,Sheldon M. Chumir Centre,131,0
2026-08-02 07:00:00.000000,South Calgary Health Centre,,0
2026-08-02 07:00:00.000000,South Health Campus,218,0
2026-08-02 07:00:00.000000,Stollery Children's Hospital,30,0
2026-08-02 07:00:00.000000,Strathcona Community Hospital,107,0
2026-08-02 07:00:00.000000,Sturgeon Community Hospital,108,0
2026-08-02 07:00:00.000000,University of Alberta Hospital,150,0
2026-08-02 07:00:00.000000,WestView Health Centre,302,0
2026-08-02 07:10:00.000000,Airdrie Community Health Centre,189,0
2026-08-02 07:10:00.000000,Alberta Children's Hospital,88,0
2026-08-02 07:10:00.000000,Chinook Regional Hospital,84,0
2026-08-02 07:10:00.000000,Cochrane Community Health Centre,,0
2026-08-02 07:10:00.000000,Devon General Hospital,30,0
2026-08-02 07:10:00.000000,Foothills Medical Centre,471,0
2026-08-02 07:10:00.000000,Fort Sask Community Hospital,56,0
2026-08-02 07:10:00.000000,Grande Prairie Regional Hospital,92,0
2026-08-02 07:10:00.000000,Grey Nuns Community Hospital,117,0
2026-08-02 07:10:00.000000,Innisfail Health Centre,,1
2026-08-02 07:10:00.000000,Lacombe Hospital and Care Centre,,1
2026-08-02 07:10:00.000000,Leduc Community Hospital,97,0
2026-08-02 07:10:00.000000,Medicine Hat Regional Hospital,51,0
2026-08-02 07:10:00.000000,Misericordia Community Hospital,332,0
2026-08-02 07:10:00.000000,Northeast Community Health Centre,425,0
2026-08-02 07:10:00.000000,Northern Lights Regional Health Centre,30,0
2026-08-02 07:10:00.000000,Okotoks Health and Wellness Centre,,0
2026-08-02 07:10:00.000000,Peter Lougheed Centre,245,0
2026-08-02 07:10:00.000000,Red Deer Regional Hospital,256,0
2026-08-02 07:10:00.000000,Rockyview General Hospital,252,0
2026-08-02 07:10:00.000000,Royal Alexandra Hospital,367,0
2026-08-02 07:10:00.000000,Sheldon M. Chumir Centre,212,0
2026-08-02 07:10:00.000000,South Calgary Health Centre,,0
2026-08-02 07:10:00.000000,South Health Campus,347,0
2026-08-02 07:10:00.000000,Stollery Children's Hospital,30,0
2026-08-02 07:10:00.000000,Strathcona Community Hospital,117,0
2026-08-02 07:10:00.000000,Sturgeon Community Hospital,119,0
2026-08-02 07:10:00.000000,University of Alberta Hospital,135,0
2026-08-02 07:10:00.000000,WestView Health Centre,320,0
2026-08-02 07:20:00.000000,Airdrie Community Health Centre,164,0
2026-08-02 07:20:00.000000,Alberta Children's Hospital,88,0
2026-08-02 07:20:00.000000,Chinook Regional Hospital,88,0
2026-08-02 07:20:00.000000,Cochrane Community Health Centre,,0
2026-08-02 07:20:00.000000,Devon General Hospital,30,0
2026-08-02 07:20:00.000000,Foothills Medical Centre,463,0
2026-08-02 07:20:00.000000,Fort Sask Community Hospital,56,0
2026-08-02 07:20:00.000000,Grande Prairie Regional Hospital,90,0
2026-08-02 07:20:00.000000,Grey Nuns Community Hospital,109,0
2026-08-02 07:20:00.000000,Innisfail Health Centre,,1
2026-08-02 07:20:00.000000,Lacombe Hospital and Care Centre,,1
2026-08-02 07:20:00.000000,Leduc Community Hospital,97,0
2026-08-02 07:20:00.000000,Medicine Hat Regional Hospital,47,0
2026-08-02 07:20:00.000000,Misericordia Community Hospital,332,0
2026-08-02 07:20:00.000000,Northeast Community Health Centre,414,0
2026-08-02 07:20:00.000000,Northern Lights Regional Health Centre,34,0
2026-08-02 07:20:00.000000,Okotoks Health and Wellness Centre,,0
2026-08-02 07:20:00.000000,Peter Lougheed Centre,239,0
2026-08-02 07:20:00.000000,Red Deer Regional Hospital,230,0
2026-08-02 07:20:00.000000,Rockyview General Hospital,245,0
2026-08-02 07:20:00.000000,Royal Alexandra Hospital,353,0
2026-08-02 07:20:00.000000,Sheldon M. Chumir Centre,206,0
2026-08-02 07:20:00.000000,South Calgary Health Centre,,0
2026-08-02 07:20:00.000000,South Health Campus,322,0
2026-08-02 07:20:00.000000,Stollery Children's Hospital,30,0
2026-08-02 07:20:00.000000,Strathcona Community Hospital,93,0
2026-08-02 07:20:00.000000,Sturgeon Community Hospital,125,0
2026-08-02 07:20:00.000000,University of Alberta Hospital,138,0
2026-08-02 07:20:00.000000,WestView Health Centre,320,0
2026-08-02 07:30:00.000000,Airdrie Community Health Centre,176,0
2026-08-02 07:30:00.000000,Alberta Children's Hospital,70,0
2026-08-02 07:30:00.000000,Chinook Regional Hospital,91,0
2026-08-02 07:30:00.000000,Cochrane Community Health Centre,,0
2026-08-02 07:30:00.000000,Devon General Hospital,30,0
2026-08-02 07:30:00.000000,Foothills Medical Centre,444,0
2026-08-02 07:30:00.000000,Fort Sask Community Hospital,56,0
2026-08-02 07:30:00.000000,Grande Prairie Regional Hospital,30,0
2026-08-02 07:30:00.000000,Grey Nuns Community Hospital,117,0
2026-08-02 07:30:00.000000,Innisfail Health Centre,,1
2026-08-02 07:30:00.000000,Lacombe Hospital and Care Centre,,1
2026-08-02 07:30:00.000000,Leduc Community Hospital,116,0
2026-08-02 07:30:00.000000,Medicine Hat Regional Hospital,55,0
2026-08-02 07:30:00.000000,Misericordia Community Hospital,297,0
2026-08-02 07:30:00.000000,Northeast Community Health Centre,424,0
2026-08-02 07:30:00.000000,Northern Lights Regional Health Centre,30,0
2026-08-02 07:30:00.000000,Okotoks Health and Wellness Centre,,0
2026-08-02 07:30:00.000000,Peter Lougheed Centre,231,0
2026-08-02 07:30:00.000000,Red Deer Regional Hospital,222,0
2026-08-02 07:30:00.000000,Rockyview General Hospital,251,0
2026-08-02 07:30:00.000000,Royal Alexandra Hospital,345,0
2026-08-02 07:30:00.000000,Sheldon M. Chumir Centre,198,0
2026-08-02 07:30:00.000000,South Calgary Health Centre,,0
2026-08-02 07:30:00.000000,South Health Campus,312,0
2026-08-02 07:30:00.000000,Stollery Children's Hospital,30,0
2026-08-02 07:30:00.000000,Strathcona Community Hospital,93,0
2026-08-02 07:30:00.000000,Sturgeon Community Hospital,116,0
2026-08-02 07:30:00.000000,University of Alberta Hospital,150,0
2026-08-02 07:30:00.000000,WestView Health Centre,356,0
2026-08-02 07:40:00.000000,Airdrie Community Health Centre,170,0
2026-08-02 07:40:00.000000,Alberta Children's Hospital,70,0
2026-08-02 07:40:00.000000,Chinook Regional Hospital,73,0
2026-08-02 07:40:00.000000,Cochrane Community Health Centre,,0
2026-08-02 07:40:00.000000,Devon General Hospital,36,0
2026-08-02 07:40:00.000000,Foothills Medical Centre,428,0
2026-08-02 07:40:00.000000,Fort Sask Community Hospital,56,0
2026-08-02 07:40:00.000000,Grande Prairie Regional Hospital,30,0
2026-08-02 07:40:00.000000,Grey Nuns Community Hospital,117,0
2026-08-02 07:40:00.000000,Innisfail Health Centre,,1
2026-08-02 07:40:00.000000,Lacombe Hospital and Care Centre,,1
2026-08-02 07:40:00.000000,Leduc Community Hospital,135,0
2026-08-02 07:40:00.000000,Medicine Hat Regional Hospital,77,0
2026-08-02 07:40:00.000000,Misericordia Community Hospital,315,0
2026-08-02 07:40:00.000000,Northeast Community Health Centre,389,0
2026-08-02 07:40:00.000000,Northern Lights Regional Health Centre,30,0
2026-08-02 07:40:00.000000,Okotoks Health and Wellness Centre,,0
2026-08-02 07:40:00.000000,Peter Lougheed Centre,225,0
2026-08-02 07:40:00.000000,Red Deer Regional Hospital,256,0
2026-08-02 07:40:00.000000,Rockyview General Hospital,252,0
2026-08-02 07:40:00.000000,Royal Alexandra Hospital,332,0
2026-08-02 07:40:00.000000,Sheldon M. Chumir Centre,192,0
2026-08-02 07:40:00.000000,South Calgary Health Centre,,0
2026-08-02 07:40:00.000000,South Health Campus,313,0
2026-08-02 07:40:00.000000,Stollery Children's Hospital,30,0
2026-08-02 07:40:00.000000,Strathcona Community Hospital,93,0
2026-08-02 07:40:00.000000,Sturgeon Community Hospital,141,0
2026-08-02 07:40:00.000000,University of Alberta Hospital,152,0
2026-08-02 07:40:00.000000,WestView Health Centre,320,0
2026-08-02 07:50:00.000000,Airdrie Community Health Centre,106,0
2026-08-02 07:50:00.000000,Alberta Children's Hospital,70,0
2026-08-02 07:50:00.000000,Chinook Regional Hospital,70,0
2026-08-02 07:50:00.000000,Cochrane Community Health Centre,,0
2026-08-02 07:50:00.000000,Devon General Hospital,183,0
2026-08-02 07:50:00.000000,Foothills Medical Centre,420,0
2026-08-02 07:50:00.000000,Fort Sask Community Hospital,56,0
2026-08-02 07:50:00.000000,Grande Prairie Regional Hospital,30,0
2026-08-02 07:50:00.000000,Grey Nuns Community Hospital,109,0
2026-08-02 07:50:00.000000,Innisfail Health Centre,,1
2026-08-02 07:50:00.000000,Lacombe Hospital and Care Centre,,1
2026-08-02 07:50:00.000000,Leduc Community Hospital,155,0
2026-08-02 07:50:00.000000,Medicine Hat Regional Hospital,87,0
2026-08-02 07:50:00.000000,Misericordia Community Hospital,297,0
2026-08-02 07:50:00.000000,Northeast Community Health Centre,378,0
2026-08-02 07:50:00.000000,Northern Lights Regional Health Centre,30,0
2026-08-02 07:50:00.000000,Okotoks Health and Wellness Centre,,0
2026-08-02 07:50:00.000000,Peter Lougheed Centre,224,0
2026-08-02 07:50:00.000000,Red Deer Regional Hospital,230,0
2026-08-02 07:50:00.000000,Rockyview General Hospital,237,0
2026-08-02 07:50:00.000000,Royal Alexandra Hospital,330,0
2026-08-02 07:50:00.000000,Sheldon M. Chumir Centre,170,0
2026-08-02 07:50:00.000000,South Calgary Health Centre,,0
2026-08-02 07:50:00.000000,South Health Campus,296,0
2026-08-02 07:50:00.000000,Stollery Children's Hospital,30,0
2026-08-02 07:50:00.000000,Strathcona Community Hospital,70,0
2026-08-02 07:50:00.000000,Sturgeon Community Hospital,165,0
2026-08-02 07:50:00.000000,University of Alberta Hospital,155,0
2026-08-02 07:50:00.000000,WestView Health Centre,320,0
2026-08-02 08:00:00.000000,Airdrie Community Health Centre,98,0
2026-08-02 08:00:00.000000,Alberta Children's Hospital,70,0
2026-08-02 08:00:00.000000,Chinook Regional Hospital,80,0
2026-08-02 08:00:00.000000,Cochrane Community Health Centre,,0
2026-08-02 08:00:00.000000,Devon General Hospital,183,0
2026-08-02 08:00:00.000000,Foothills Medical Centre,428,0
2026-08-02 08:00:00.000000,Fort Sask Community Hospital,56,0
2026-08-02 08:00:00.000000,Grande Prairie Regional Hospital,30,0
2026-08-02 08:00:00.000000,Grey Nuns Community Hospital,92,0
2026-08-02 08:00:00.000000,Innisfail Health Centre,,1
2026-08-02 08:00:00.000000,Lacombe Hospital and Care Centre,,1
2026-08-02 08:00:00.000000,Leduc Community Hospital,135,0
2026-08-02 08:00:00.000000,Medicine Hat Regional Hospital,108,0
2026-08-02 08:00:00.000000,Misericordia Community Hospital,315,0
2026-08-02 08:00:00.000000,Northeast Community Health Centre,364,0
2026-08-02 08:00:00.000000,Northern Lights Regional Health Centre,30,0
2026-08-02 08:00:00.000000,Okotoks Health and Wellness Centre,,0
2026-08-02 08:00:00.000000,Peter Lougheed Centre,209,0
2026-08-02 08:00:00.000000,Red Deer Regional Hospital,201,0
2026-08-02 08:00:00.000000,Rockyview General Hospital,242,0
2026-08-02 08:00:00.000000,Royal Alexandra Hospital,340,0
2026-08-02 08:00:00.000000,Sheldon M. Chumir Centre,130,0
2026-08-02 08:00:00.000000,South Calgary Health Centre,,0
2026-08-02 08:00:00.000000,South Health Campus,268,0
2026-08-02 08:00:00.000000,Stollery Children's Hospital,32,0
2026-08-02 08:00:00.000000,Strathcona Community Hospital,70,0
2026-08-02 08:00:00.000000,Sturgeon Community Hospital,200,0
2026-08-02 08:00:00.000000,University of Alberta Hospital,157,0
2026-08-02 08:00:00.000000,WestView Health Centre,320,0
2026-08-02 08:10:00.000000,Airdrie Community Health Centre,92,0
2026-08-02 08:10:00.000000,Alberta Children's Hospital,70,0
2026-08-02 08:10:00.000000,Chinook Regional Hospital,69,0
2026-08-02 08:10:00.000000,Cochrane Community Health Centre,30,0
2026-08-02 08:10:00.000000,Devon General Hospital,183,0
2026-08-02 08:10:00.000000,Foothills Medical Centre,453,0
2026-08-02 08:10:00.000000,Fort Sask Community Hospital,84,0
2026-08-02 08:10:00.000000,Grande Prairie Regional Hospital,30,0
2026-08-02 08:10:00.000000,Grey Nuns Community Hospital,100,0
2026-08-02 08:10:00.000000,Innisfail Health Centre,,1
2026-08-02 08:10:00.000000,Lacombe Hospital and Care Centre,,1
2026-08-02 08:10:00.000000,Leduc Community Hospital,135,0
2026-08-02 08:10:00.000000,Medicine Hat Regional Hospital,120,0
2026-08-02 08:10:00.000000,Misericordia Community Hospital,297,0
2026-08-02 08:10:00.000000,Northeast Community Health Centre,365,0
2026-08-02 08:10:00.000000,Northern Lights Regional Health Centre,30,0
2026-08-02 08:10:00.000000,Okotoks Health and Wellness Centre,30,0
2026-08-02 08:10:00.000000,Peter Lougheed Centre,178,0
2026-08-02 08:10:00.000000,Red Deer Regional Hospital,179,0
2026-08-02 08:10:00.000000,Rockyview General Hospital,227,0
2026-08-02 08:10:00.000000,Royal Alexandra Hospital,331,0
2026-08-02 08:10:00.000000,Sheldon M. Chumir Centre,127,0
2026-08-02 08:10:00.000000,South Calgary Health Centre,30,0
2026-08-02 08:10:00.000000,South Health Campus,260,0
2026-08-02 08:10:00.000000,Stollery Children's Hospital,30,0
2026-08-02 08:10:00.000000,Strathcona Community Hospital,70,0
2026-08-02 08:10:00.000000,Sturgeon Community Hospital,210,0
2026-08-02 08:10:00.000000,University of Alberta Hospital,156,0
2026-08-02 08:10:00.000000,WestView Health Centre,320,0
2026-08-02 08:20:00.000000,Airdrie Community Health Centre,87,0
2026-08-02 08:20:00.000000,Alberta Children's Hospital,81,0
2026-08-02 08:20:00.000000,Chinook Regional Hospital,81,0
2026-08-02 08:20:00.000000,Cochrane Community Health Centre,68,0
2026-08-02 08:20:00.000000,Devon General Hospital,183,0
2026-08-02 08:20:00.000000,Foothills Medical Centre,436,0
2026-08-02 08:20:00.000000,Fort Sask Community Hospital,113,0
2026-08-02 08:20:00.000000,Grande Prairie Regional Hospital,30,0
2026-08-02 08:20:00.000000,Grey Nuns Community Hospital,109,0
2026-08-02 08:20:00.000000,Innisfail Health Centre,,1
2026-08-02 08:20:00.000000,Lacombe Hospital and Care Centre,,1
2026-08-02 08:20:00.000000,Leduc Community Hospital,116,0
2026-08-02 08:20:00.000000,Medicine Hat Regional Hospital,146,0
2026-08-02 08:20:00.000000,Misericordia Community Hospital,297,0
2026-08-02 08:20:00.000000,Northeast Community Health Centre,342,0
2026-08-02 08:20:00.000000,Northern Lights Regional Health Centre,30,0
2026-08-02 08:20:00.000000,Okotoks Health and Wellness Centre,44,0
2026-08-02 08:20:00.000000,Peter Lougheed Centre,187,0
2026-08-02 08:20:00.000000,Red Deer Regional Hospital,159,0
2026-08-02 08:20:00.000000,Rockyview General Hospital,219,0
2026-08-02 08:20:00.000000,Royal Alexandra Hospital,316,0
2026-08-02 08:20:00.000000,Sheldon M. Chumir Centre,127,0
2026-08-02 08:20:00.000000,South Calgary Health Centre,31,0
2026-08-02 08:20:00.000000,South Health Campus,261,0
2026-08-02 08:20:00.000000,Stollery Children's Hospital,36,0
2026-08-02 08:20:00.000000,Strathcona Community Hospital,70,0
2026-08-02 08:20:00.000000,Sturgeon Community Hospital,205,0
2026-08-02 08:20:00.000000,University of Alberta Hospital,148,0
2026-08-02 08:20:00.000000,WestView Health Centre,320,0
2026-08-02 08:30:00.000000,Airdrie Community Health Centre,79,0
2026-08-02 08:30:00.000000,Alberta Children's Hospital,87,0
2026-08-02 08:30:00.000000,Chinook Regional Hospital,76,0
2026-08-02 08:30:00.000000,Cochrane Community Health Centre,47,0
2026-08-02 08:30:00.000000,Devon General Hospital,183,0
2026-08-02 08:30:00.000000,Foothills Medical Centre,417,0
2026-08-02 08:30:00.000000,Fort Sask Community Hospital,141,0
2026-08-02 08:30:00.000000,Grande Prairie Regional Hospital,30,0
2026-08-02 08:30:00.000000,Grey Nuns Community Hospital,92,0
2026-08-02 08:30:00.000000,Innisfail Health Centre,,1
2026-08-02 08:30:00.000000,Lacombe Hospital and Care Centre,,1
2026-08-02 08:30:00.000000,Leduc Community Hospital,116,0
2026-08-02 08:30:00.000000,Medicine Hat Regional Hospital,146,0
2026-08-02 08:30:00.000000,Misericordia Community Hospital,332,0
2026-08-02 08:30:00.000000,Northeast Community Health Centre,340,0
2026-08-02 08:30:00.000000,Northern Lights Regional Health Centre,34,0
2026-08-02 08:30:00.000000,Okotoks Health and Wellness Centre,30,0
2026-08-02 08:30:00.000000,Peter Lougheed Centre,169,0
2026-08-02 08:30:00.000000,Red Deer Regional Hospital,199,0
2026-08-02 08:30:00.000000,Rockyview General Hospital,215,0
2026-08-02 08:30:00.000000,Royal Alexandra Hospital,318,0
2026-08-02 08:30:00.000000,Sheldon M. Chumir Centre,111,0
2026-08-02 08:30:00.000000,South Calgary Health Centre,52,0
2026-08-02 08:30:00.000000,South Health Campus,242,0
2026-08-02 08:30:00.000000,Stollery Children's Hospital,54,0
2026-08-02 08:30:00.000000,Strathcona Community Hospital,70,0
2026-08-02 08:30:00.000000,Sturgeon Community Hospital,211,0
2026-08-02 08:30:00.000000,University of Alberta Hospital,132,0
2026-08-02 08:30:00.000000,WestView Health Centre,284,0
2026-08-02 08:40:00.000000,Airdrie Community Health Centre,54,0
2026-08-02 08:40:00.000000,Alberta Children's Hospital,94,0
2026-08-02 08:40:00.000000,Chinook Regional Hospital,73,0
2026-08-02 08:40:00.000000,Cochrane Community Health Centre,42,0
2026-08-02 08:40:00.000000,Devon General Hospital,109,0
2026-08-02 08:40:00.000000,Foothills Medical Centre,432,0
2026-08-02 08:40:00.000000,Fort Sask Community Hospital,169,0
